appkey,appid,itemcode,itemdesc,addtime
RPT6,6830,WAR,WARNING,6/10/2018 23:20
RPT1,6831,VEH,VEHICLE,6/10/2018 23:21
RPT2,6831,EQUI,EQUIPMENT VIOLATION,6/10/2018 23:21
RPT3,6831,*NO,*NO SEARCH,6/10/2018 23:21
RPT6,6831,WAR,WARNING,6/10/2018 23:21
RPT1,6832,VEH,VEHICLE,6/11/2018 5:47
RPT2,6832,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,6/11/2018 5:48
RPT3,6832,*NO,*NO SEARCH,6/11/2018 5:49
RPT6,6832,CIT,CITATION,6/11/2018 5:49
RPT7,6832,TRAF,TRAFFIC,6/11/2018 5:49
RPT1,6833,PED,PEDESTRIAN,6/11/2018 5:49
RPT2,6833,WELF,WELFARE CHECK,6/11/2018 5:50
RPT3,6833,*NO,*NO SEARCH,6/11/2018 5:50
RPT6,6833,WAR,WARNING,6/11/2018 5:50
RPT1,6834,VEH,VEHICLE,6/11/2018 5:51
RPT2,6834,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,6/11/2018 5:51
RPT3,6834,*NO,*NO SEARCH,6/11/2018 5:51
RPT6,6834,WAR,WARNING,6/11/2018 5:51
RPT1,6835,VEH,VEHICLE,6/11/2018 9:37
RPT2,6835,RECK,TRAFFIC-RECKLESS/CARELESS,6/11/2018 9:37
RPT3,6835,*NO,*NO SEARCH,6/11/2018 9:37
RPT6,6835,WAR,WARNING,6/11/2018 9:37
RPT7,6835,NO,NOT CHARGED,6/11/2018 9:37
RPT1,6836,VEH,VEHICLE,6/11/2018 9:38
RPT2,6836,SPEE,TRAFFIC-SPEEDING,6/11/2018 9:38
RPT3,6836,*NO,*NO SEARCH,6/11/2018 9:38
RPT6,6836,CIT,CITATION,6/11/2018 9:38
RPT7,6836,TRAF,TRAFFIC,6/11/2018 9:38
RPT1,6837,VEH,VEHICLE,6/11/2018 14:54
RPT2,6837,MUNI,MUNICIPAL VIOLATION,6/11/2018 14:54
RPT3,6837,*NO,*NO SEARCH,6/11/2018 14:54
RPT6,6837,CIT,CITATION,6/11/2018 14:54
RPT7,6837,TRAF,TRAFFIC,6/11/2018 14:54
RPT1,6838,VEH,VEHICLE,6/11/2018 8:28
RPT2,6838,SPEE,TRAFFIC-SPEEDING,6/11/2018 8:28
RPT3,6838,*NO,*NO SEARCH,6/11/2018 8:28
RPT6,6838,CIT,CITATION,6/11/2018 8:28
RPT7,6838,TRAF,TRAFFIC,6/11/2018 8:28
RPT1,6839,VEH,VEHICLE,6/12/2018 10:49
RPT2,6839,SPEE,TRAFFIC-SPEEDING,6/12/2018 10:49
RPT3,6839,*NO,*NO SEARCH,6/12/2018 10:49
RPT6,6839,CIT,CITATION,6/12/2018 10:49
RPT7,6839,TRAF,TRAFFIC,6/12/2018 10:49
RPT1,6840,VEH,VEHICLE,6/12/2018 10:50
RPT2,6840,SPEE,TRAFFIC-SPEEDING,6/12/2018 10:50
RPT3,6840,*NO,*NO SEARCH,6/12/2018 10:50
RPT6,6840,WAR,WARNING,6/12/2018 10:50
RPT7,6840,NO,NOT CHARGED,6/12/2018 10:50
RPT1,6841,VEH,VEHICLE,6/12/2018 10:51
RPT2,6841,SPEE,TRAFFIC-SPEEDING,6/12/2018 10:51
RPT3,6841,*NO,*NO SEARCH,6/12/2018 10:51
RPT6,6841,CIT,CITATION,6/12/2018 10:51
RPT7,6841,TRAF,TRAFFIC,6/12/2018 10:51
RPT3,6842,*NO,*NO SEARCH,6/12/2018 12:08
RPT6,6842,CIT,CITATION,6/12/2018 12:08
RPT7,6842,TRAF,TRAFFIC,6/12/2018 12:08
RPT1,6842,VEH,VEHICLE,6/12/2018 12:07
RPT2,6842,MUNI,MUNICIPAL VIOLATION,6/12/2018 12:08
RPT1,6843,VEH,VEHICLE,6/12/2018 12:35
RPT2,6843,SPEE,TRAFFIC-SPEEDING,6/12/2018 12:35
RPT3,6843,*NO,*NO SEARCH,6/12/2018 12:35
RPT6,6843,CIT,CITATION,6/12/2018 12:35
RPT7,6843,TRAF,TRAFFIC,6/12/2018 12:35
RPT1,6844,VEH,VEHICLE,6/12/2018 12:37
RPT2,6844,SPEE,TRAFFIC-SPEEDING,6/12/2018 12:37
RPT3,6844,*NO,*NO SEARCH,6/12/2018 12:38
RPT6,6844,CIT,CITATION,6/12/2018 12:38
RPT7,6844,TRAF,TRAFFIC,6/12/2018 12:38
RPT1,6845,VEH,VEHICLE,6/12/2018 12:39
RPT2,6845,SPEE,TRAFFIC-SPEEDING,6/12/2018 12:39
RPT3,6845,*NO,*NO SEARCH,6/12/2018 12:39
RPT6,6845,CIT,CITATION,6/12/2018 12:39
RPT7,6845,TRAF,TRAFFIC,6/12/2018 12:39
RPT1,6846,VEH,VEHICLE,6/12/2018 12:40
RPT2,6846,SPEE,TRAFFIC-SPEEDING,6/12/2018 12:40
RPT3,6846,*NO,*NO SEARCH,6/12/2018 12:40
RPT6,6846,CIT,CITATION,6/12/2018 12:40
RPT7,6846,TRAF,TRAFFIC,6/12/2018 12:40
RPT1,6847,VEH,VEHICLE,6/12/2018 12:41
RPT2,6847,SPEE,TRAFFIC-SPEEDING,6/12/2018 12:41
RPT3,6847,*NO,*NO SEARCH,6/12/2018 12:41
RPT6,6847,CIT,CITATION,6/12/2018 12:41
RPT7,6847,TRAF,TRAFFIC,6/12/2018 12:41
RPT1,6848,PED,PEDESTRIAN,6/12/2018 14:47
RPT2,6848,MUNI,MUNICIPAL VIOLATION,6/12/2018 14:47
RPT3,6848,*NO,*NO SEARCH,6/12/2018 14:47
RPT6,6848,CIT,CITATION,6/12/2018 14:47
RPT1,6849,PED,PEDESTRIAN,6/12/2018 14:48
RPT2,6849,MUNI,MUNICIPAL VIOLATION,6/12/2018 14:48
RPT3,6849,*NO,*NO SEARCH,6/12/2018 14:48
RPT6,6849,WAR,WARNING,6/12/2018 14:48
RPT1,6850,PED,PEDESTRIAN,6/12/2018 14:48
RPT2,6850,MUNI,MUNICIPAL VIOLATION,6/12/2018 14:48
RPT3,6850,*NO,*NO SEARCH,6/12/2018 14:48
RPT6,6850,WAR,WARNING,6/12/2018 14:49
RPT1,6851,PED,PEDESTRIAN,6/12/2018 14:49
RPT2,6851,MUNI,MUNICIPAL VIOLATION,6/12/2018 14:49
RPT3,6851,*NO,*NO SEARCH,6/12/2018 14:49
RPT6,6851,CIT,CITATION,6/12/2018 14:49
RPT1,6852,PED,PEDESTRIAN,6/12/2018 14:51
RPT2,6852,MUNI,MUNICIPAL VIOLATION,6/12/2018 14:51
RPT3,6852,*NO,*NO SEARCH,6/12/2018 14:51
RPT6,6852,WAR,WARNING,6/12/2018 14:51
RPT1,6853,VEH,VEHICLE,6/12/2018 14:52
RPT2,6853,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,6/12/2018 14:52
RPT3,6853,VEH,VEHICLE,6/12/2018 14:52
RPT4,6853,CON,CONSENT,6/12/2018 14:52
RPT5,6853,NOT,NOTHING SEIZED,6/12/2018 14:52
RPT6,6853,CIT,CITATION,6/12/2018 14:52
RPT1,6854,PED,PEDESTRIAN,6/12/2018 18:52
RPT2,6854,MUNI,MUNICIPAL VIOLATION,6/12/2018 18:52
RPT3,6854,*NO,*NO SEARCH,6/12/2018 18:53
RPT5,6854,NOT,NOTHING SEIZED,6/12/2018 18:53
RPT6,6854,WAR,WARNING,6/12/2018 18:53
RPT7,6854,NO,NOT CHARGED,6/12/2018 18:53
RPT1,6855,PED,PEDESTRIAN,6/12/2018 18:54
RPT2,6855,MUNI,MUNICIPAL VIOLATION,6/12/2018 18:54
RPT3,6855,*NO,*NO SEARCH,6/12/2018 18:54
RPT5,6855,NOT,NOTHING SEIZED,6/12/2018 18:54
RPT6,6855,WAR,WARNING,6/12/2018 18:54
RPT7,6855,NO,NOT CHARGED,6/12/2018 18:55
RPT1,6856,PED,PEDESTRIAN,6/12/2018 18:57
RPT2,6856,SUSP,SUSPICIOUS,6/12/2018 18:57
RPT3,6856,*NO,*NO SEARCH,6/12/2018 18:57
RPT5,6856,NOT,NOTHING SEIZED,6/12/2018 18:57
RPT6,6856,NO,NO ACTION,6/12/2018 18:57
RPT7,6856,NO,NOT CHARGED,6/12/2018 18:58
RPT1,6857,PED,PEDESTRIAN,6/12/2018 18:59
RPT2,6857,MUNI,MUNICIPAL VIOLATION,6/12/2018 18:59
RPT3,6857,PER,PERSON,6/12/2018 18:59
RPT4,6857,PLAI,PLAIN VIEW,6/12/2018 18:59
RPT5,6857,NOT,NOTHING SEIZED,6/12/2018 18:59
RPT6,6857,CIT,CITATION,6/12/2018 18:59
RPT7,6857,MUNI,MUNICIPAL,6/12/2018 19:00
RPT1,6858,VEH,VEHICLE,6/12/2018 19:01
RPT2,6858,STAT,STATE VIOLATION,6/12/2018 19:01
RPT3,6858,*NO,*NO SEARCH,6/12/2018 19:02
RPT5,6858,NOT,NOTHING SEIZED,6/12/2018 19:02
RPT6,6858,NO,NO ACTION,6/12/2018 19:02
RPT7,6858,NO,NOT CHARGED,6/12/2018 19:02
RPT2,6859,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,6/12/2018 19:02
RPT1,6859,VEH,VEHICLE,6/12/2018 19:02
RPT3,6859,*NO,*NO SEARCH,6/12/2018 19:02
RPT5,6859,NOT,NOTHING SEIZED,6/12/2018 19:03
RPT6,6859,CIT,CITATION,6/12/2018 19:03
RPT7,6859,MUNI,MUNICIPAL,6/12/2018 19:03
RPT1,6860,VEH,VEHICLE,6/12/2018 23:16
RPT2,6860,EQUI,EQUIPMENT VIOLATION,6/12/2018 23:16
RPT3,6860,*NO,*NO SEARCH,6/12/2018 23:16
RPT6,6860,WAR,WARNING,6/12/2018 23:17
RPT1,6861,VEH,VEHICLE,6/13/2018 0:08
RPT2,6861,STAT,STATE VIOLATION,6/13/2018 0:09
RPT3,6861,VEH,VEHICLE,6/13/2018 0:09
RPT4,6861,IMP,IMPOUND,6/13/2018 0:09
RPT5,6861,ALC,ALCOHOL,6/13/2018 0:09
RPT6,6861,ARR,ARREST,6/13/2018 0:09
RPT7,6861,TRAF,TRAFFIC,6/13/2018 0:09
RPT1,6862,VEH,VEHICLE,6/13/2018 0:11
RPT2,6862,STAT,STATE VIOLATION,6/13/2018 0:11
RPT3,6862,VEH,VEHICLE,6/13/2018 0:11
RPT4,6862,IMP,IMPOUND,6/13/2018 0:11
RPT5,6862,NOT,NOTHING SEIZED,6/13/2018 0:11
RPT6,6862,CIT,CITATION,6/13/2018 0:11
RPT7,6862,TRAF,TRAFFIC,6/13/2018 0:12
RPT1,6863,VEH,VEHICLE,6/13/2018 8:48
RPT2,6863,MUNI,MUNICIPAL VIOLATION,6/13/2018 8:48
RPT3,6863,*NO,*NO SEARCH,6/13/2018 8:48
RPT6,6863,CIT,CITATION,6/13/2018 8:48
RPT7,6863,TRAF,TRAFFIC,6/13/2018 8:49
RPT1,6864,VEH,VEHICLE,6/13/2018 8:52
RPT2,6864,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,6/13/2018 8:52
RPT6,6864,CIT,CITATION,6/13/2018 8:52
RPT7,6864,MUNI,MUNICIPAL,6/13/2018 8:52
RPT1,6865,VEH,VEHICLE,6/13/2018 10:21
RPT2,6865,MUNI,MUNICIPAL VIOLATION,6/13/2018 10:21
RPT3,6865,*NO,*NO SEARCH,6/13/2018 10:21
RPT6,6865,WAR,WARNING,6/13/2018 10:22
RPT7,6865,NO,NOT CHARGED,6/13/2018 10:22
RPT1,6866,PED,PEDESTRIAN,6/13/2018 11:14
RPT2,6866,MUNI,MUNICIPAL VIOLATION,6/13/2018 11:14
RPT3,6866,*NO,*NO SEARCH,6/13/2018 11:14
RPT6,6866,CIT,CITATION,6/13/2018 11:14
RPT7,6866,MUNI,MUNICIPAL,6/13/2018 11:14
RPT1,6867,PED,PEDESTRIAN,6/13/2018 11:15
RPT2,6867,MUNI,MUNICIPAL VIOLATION,6/13/2018 11:15
RPT3,6867,*NO,*NO SEARCH,6/13/2018 11:15
RPT6,6867,CIT,CITATION,6/13/2018 11:15
RPT7,6867,MUNI,MUNICIPAL,6/13/2018 11:15
RPT1,6868,PED,PEDESTRIAN,6/13/2018 11:16
RPT2,6868,MUNI,MUNICIPAL VIOLATION,6/13/2018 11:16
RPT3,6868,*NO,*NO SEARCH,6/13/2018 11:16
RPT6,6868,CIT,CITATION,6/13/2018 11:16
RPT7,6868,MUNI,MUNICIPAL,6/13/2018 11:16
RPT1,6869,PED,PEDESTRIAN,6/13/2018 11:16
RPT2,6869,MUNI,MUNICIPAL VIOLATION,6/13/2018 11:16
RPT3,6869,*NO,*NO SEARCH,6/13/2018 11:16
RPT6,6869,CIT,CITATION,6/13/2018 11:16
RPT7,6869,MUNI,MUNICIPAL,6/13/2018 11:16
RPT1,6870,PED,PEDESTRIAN,6/13/2018 11:23
RPT6,6870,NO,NO ACTION,6/13/2018 11:26
RPT1,6871,VEH,VEHICLE,6/13/2018 13:44
RPT2,6871,SPEE,TRAFFIC-SPEEDING,6/13/2018 13:44
RPT3,6871,*NO,*NO SEARCH,6/13/2018 13:44
RPT6,6871,WAR,WARNING,6/13/2018 13:44
RPT1,6872,VEH,VEHICLE,6/13/2018 14:05
RPT2,6872,SPEE,TRAFFIC-SPEEDING,6/13/2018 14:05
RPT3,6872,*NO,*NO SEARCH,6/13/2018 14:05
RPT6,6872,CIT,CITATION,6/13/2018 14:06
RPT7,6872,TRAF,TRAFFIC,6/13/2018 14:06
RPT1,6873,VEH,VEHICLE,6/13/2018 14:12
RPT2,6873,SPEE,TRAFFIC-SPEEDING,6/13/2018 14:12
RPT3,6873,*NO,*NO SEARCH,6/13/2018 14:12
RPT6,6873,CIT,CITATION,6/13/2018 14:12
RPT1,6874,VEH,VEHICLE,6/13/2018 14:13
RPT2,6874,SPEE,TRAFFIC-SPEEDING,6/13/2018 14:13
RPT3,6874,*NO,*NO SEARCH,6/13/2018 14:13
RPT6,6874,CIT,CITATION,6/13/2018 14:13
RPT1,6875,VEH,VEHICLE,6/13/2018 14:19
RPT2,6875,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,6/13/2018 14:19
RPT3,6875,*NO,*NO SEARCH,6/13/2018 14:19
RPT6,6875,CIT,CITATION,6/13/2018 14:19
RPT7,6875,TRAF,TRAFFIC,6/13/2018 14:19
RPT1,6876,VEH,VEHICLE,6/13/2018 14:20
RPT2,6876,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,6/13/2018 14:20
RPT3,6876,*NO,*NO SEARCH,6/13/2018 14:20
RPT6,6876,CIT,CITATION,6/13/2018 14:20
RPT7,6876,TRAF,TRAFFIC,6/13/2018 14:21
RPT1,6877,VEH,VEHICLE,6/13/2018 14:21
RPT2,6877,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,6/13/2018 14:21
RPT3,6877,*NO,*NO SEARCH,6/13/2018 14:21
RPT6,6877,CIT,CITATION,6/13/2018 14:21
RPT7,6877,TRAF,TRAFFIC,6/13/2018 14:21
RPT1,6878,VEH,VEHICLE,6/13/2018 14:22
RPT2,6878,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,6/13/2018 14:22
RPT3,6878,*NO,*NO SEARCH,6/13/2018 14:22
RPT6,6878,CIT,CITATION,6/13/2018 14:22
RPT7,6878,TRAF,TRAFFIC,6/13/2018 14:22
RPT1,6879,VEH,VEHICLE,6/13/2018 14:22
RPT2,6879,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,6/13/2018 14:23
RPT3,6879,*NO,*NO SEARCH,6/13/2018 14:23
RPT6,6879,CIT,CITATION,6/13/2018 14:23
RPT7,6879,TRAF,TRAFFIC,6/13/2018 14:23
RPT1,6880,VEH,VEHICLE,6/13/2018 14:23
RPT2,6880,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,6/13/2018 14:23
RPT3,6880,*NO,*NO SEARCH,6/13/2018 14:23
RPT6,6880,CIT,CITATION,6/13/2018 14:23
RPT7,6880,TRAF,TRAFFIC,6/13/2018 14:23
RPT1,6881,VEH,VEHICLE,6/13/2018 14:27
RPT2,6881,SPEE,TRAFFIC-SPEEDING,6/13/2018 14:27
RPT3,6881,*NO,*NO SEARCH,6/13/2018 14:27
RPT6,6881,CIT,CITATION,6/13/2018 14:27
RPT7,6881,TRAF,TRAFFIC,6/13/2018 14:27
RPT1,6882,VEH,VEHICLE,6/13/2018 14:37
RPT2,6882,SPEE,TRAFFIC-SPEEDING,6/13/2018 14:37
RPT3,6882,*NO,*NO SEARCH,6/13/2018 14:37
RPT6,6882,WAR,WARNING,6/13/2018 14:37
RPT1,6883,VEH,VEHICLE,6/13/2018 10:55
RPT2,6883,SPEE,TRAFFIC-SPEEDING,6/13/2018 10:55
RPT3,6883,*NO,*NO SEARCH,6/13/2018 10:55
RPT6,6883,CIT,CITATION,6/13/2018 10:56
RPT7,6883,TRAF,TRAFFIC,6/13/2018 10:56
RPT1,6884,VEH,VEHICLE,6/13/2018 14:22
RPT2,6884,SPEE,TRAFFIC-SPEEDING,6/13/2018 14:22
RPT3,6884,*NO,*NO SEARCH,6/13/2018 14:22
RPT6,6884,CIT,CITATION,6/13/2018 14:22
RPT7,6884,TRAF,TRAFFIC,6/13/2018 14:23
RPT1,6885,VEH,VEHICLE,6/13/2018 14:43
RPT2,6885,SPEE,TRAFFIC-SPEEDING,6/13/2018 14:43
RPT3,6885,*NO,*NO SEARCH,6/13/2018 14:43
RPT6,6885,CIT,CITATION,6/13/2018 14:43
RPT7,6885,TRAF,TRAFFIC,6/13/2018 14:43
RPT1,6886,VEH,VEHICLE,6/13/2018 15:53
RPT2,6886,RECK,TRAFFIC-RECKLESS/CARELESS,6/13/2018 15:53
RPT3,6886,*NO,*NO SEARCH,6/13/2018 15:53
RPT6,6886,CIT,CITATION,6/13/2018 15:53
RPT7,6886,TRAF,TRAFFIC,6/13/2018 15:53
RPT1,6887,VEH,VEHICLE,6/13/2018 18:23
RPT2,6887,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,6/13/2018 18:23
RPT3,6887,*NO,*NO SEARCH,6/13/2018 18:23
RPT6,6887,CIT,CITATION,6/13/2018 18:23
RPT7,6887,TRAF,TRAFFIC,6/13/2018 18:23
RPT1,6888,VEH,VEHICLE,6/13/2018 18:24
RPT2,6888,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,6/13/2018 18:24
RPT3,6888,*NO,*NO SEARCH,6/13/2018 18:24
RPT6,6888,CIT,CITATION,6/13/2018 18:24
RPT7,6888,TRAF,TRAFFIC,6/13/2018 18:24
RPT1,6889,VEH,VEHICLE,6/13/2018 18:24
RPT2,6889,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,6/13/2018 18:24
RPT3,6889,*NO,*NO SEARCH,6/13/2018 18:24
RPT6,6889,CIT,CITATION,6/13/2018 18:24
RPT7,6889,TRAF,TRAFFIC,6/13/2018 18:24
RPT1,6890,VEH,VEHICLE,6/13/2018 18:25
RPT2,6890,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,6/13/2018 18:25
RPT3,6890,*NO,*NO SEARCH,6/13/2018 18:25
RPT6,6890,CIT,CITATION,6/13/2018 18:25
RPT7,6890,TRAF,TRAFFIC,6/13/2018 18:25
RPT1,6891,VEH,VEHICLE,6/13/2018 18:26
RPT2,6891,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,6/13/2018 18:26
RPT3,6891,*NO,*NO SEARCH,6/13/2018 18:26
RPT6,6891,CIT,CITATION,6/13/2018 18:26
RPT7,6891,TRAF,TRAFFIC,6/13/2018 18:26
RPT1,6892,VEH,VEHICLE,6/13/2018 21:29
RPT2,6892,SUSP,SUSPICIOUS,6/13/2018 21:29
RPT3,6892,PASS,PASSENGER,6/13/2018 21:29
RPT4,6892,INCI,INCIDENT TO ARREST,6/13/2018 21:30
RPT5,6892,NOT,NOTHING SEIZED,6/13/2018 21:30
RPT6,6892,ARR,ARREST,6/13/2018 21:30
RPT7,6892,FEL,FELONY,6/13/2018 21:30
RPT1,6893,PED,PEDESTRIAN,6/13/2018 21:31
RPT2,6893,STAT,STATE VIOLATION,6/13/2018 21:31
RPT3,6893,PER,PERSON,6/13/2018 21:31
RPT4,6893,INCI,INCIDENT TO ARREST,6/13/2018 21:31
RPT5,6893,NOT,NOTHING SEIZED,6/13/2018 21:31
RPT6,6893,ARR,ARREST,6/13/2018 21:31
RPT7,6893,FEL,FELONY,6/13/2018 21:31
RPT1,6894,VEH,VEHICLE,6/13/2018 22:26
RPT2,6894,RECK,TRAFFIC-RECKLESS/CARELESS,6/13/2018 22:26
RPT3,6894,*NO,*NO SEARCH,6/13/2018 22:26
RPT5,6894,NOT,NOTHING SEIZED,6/13/2018 22:26
RPT6,6894,CIT,CITATION,6/13/2018 22:26
RPT7,6894,TRAF,TRAFFIC,6/13/2018 22:26
RPT1,6895,PED,PEDESTRIAN,6/13/2018 22:28
RPT2,6895,MUNI,MUNICIPAL VIOLATION,6/13/2018 22:28
RPT3,6895,*NO,*NO SEARCH,6/13/2018 22:28
RPT5,6895,ALC,ALCOHOL,6/13/2018 22:28
RPT6,6895,CIT,CITATION,6/13/2018 22:29
RPT7,6895,MUNI,MUNICIPAL,6/13/2018 22:29
RPT1,6896,PED,PEDESTRIAN,6/13/2018 22:30
RPT2,6896,MUNI,MUNICIPAL VIOLATION,6/13/2018 22:30
RPT3,6896,PROP,PROPERTY,6/13/2018 22:30
RPT4,6896,PLAI,PLAIN VIEW,6/13/2018 22:30
RPT5,6896,ALC,ALCOHOL,6/13/2018 22:30
RPT5,6896,DRU,DRUGS,6/13/2018 22:30
RPT6,6896,CIT,CITATION,6/13/2018 22:30
RPT7,6896,MUNI,MUNICIPAL,6/13/2018 22:30
RPT1,6897,PED,PEDESTRIAN,6/13/2018 22:31
RPT2,6897,MUNI,MUNICIPAL VIOLATION,6/13/2018 22:31
RPT3,6897,*NO,*NO SEARCH,6/13/2018 22:31
RPT6,6897,CIT,CITATION,6/13/2018 22:32
RPT7,6897,MUNI,MUNICIPAL,6/13/2018 22:32
RPT1,6898,VEH,VEHICLE,6/13/2018 22:33
RPT2,6898,MUNI,MUNICIPAL VIOLATION,6/13/2018 22:33
RPT3,6898,*NO,*NO SEARCH,6/13/2018 22:33
RPT6,6898,CIT,CITATION,6/13/2018 22:33
RPT7,6898,TRAF,TRAFFIC,6/13/2018 22:33
RPT1,6899,PED,PEDESTRIAN,6/13/2018 22:34
RPT2,6899,MUNI,MUNICIPAL VIOLATION,6/13/2018 22:34
RPT3,6899,*NO,*NO SEARCH,6/13/2018 22:34
RPT6,6899,CIT,CITATION,6/13/2018 22:34
RPT7,6899,MUNI,MUNICIPAL,6/13/2018 22:34
RPT1,6900,PED,PEDESTRIAN,6/13/2018 22:35
RPT2,6900,MUNI,MUNICIPAL VIOLATION,6/13/2018 22:35
RPT3,6900,*NO,*NO SEARCH,6/13/2018 22:35
RPT6,6900,CIT,CITATION,6/13/2018 22:35
RPT7,6900,MUNI,MUNICIPAL,6/13/2018 22:35
RPT1,6901,PED,PEDESTRIAN,6/13/2018 22:37
RPT2,6901,MUNI,MUNICIPAL VIOLATION,6/13/2018 22:37
RPT3,6901,PER,PERSON,6/13/2018 22:37
RPT4,6901,INCI,INCIDENT TO ARREST,6/13/2018 22:37
RPT5,6901,NOT,NOTHING SEIZED,6/13/2018 22:37
RPT6,6901,CIT,CITATION,6/13/2018 22:37
RPT7,6901,WARR,WARRANT,6/13/2018 22:37
RPT7,6901,MUNI,MUNICIPAL,6/13/2018 22:37
RPT1,6902,PED,PEDESTRIAN,6/13/2018 22:38
RPT2,6902,MUNI,MUNICIPAL VIOLATION,6/13/2018 22:38
RPT3,6902,*NO,*NO SEARCH,6/13/2018 22:38
RPT5,6902,ALC,ALCOHOL,6/13/2018 22:38
RPT6,6902,CIT,CITATION,6/13/2018 22:38
RPT7,6902,MUNI,MUNICIPAL,6/13/2018 22:38
RPT1,6903,PED,PEDESTRIAN,6/13/2018 22:40
RPT2,6903,MUNI,MUNICIPAL VIOLATION,6/13/2018 22:40
RPT3,6903,*NO,*NO SEARCH,6/13/2018 22:40
RPT5,6903,ALC,ALCOHOL,6/13/2018 22:40
RPT5,6903,DRU,DRUGS,6/13/2018 22:40
RPT6,6903,CIT,CITATION,6/13/2018 22:40
RPT7,6903,MUNI,MUNICIPAL,6/13/2018 22:40
RPT1,6904,PED,PEDESTRIAN,6/13/2018 22:41
RPT2,6904,MUNI,MUNICIPAL VIOLATION,6/13/2018 22:41
RPT3,6904,*NO,*NO SEARCH,6/13/2018 22:41
RPT6,6904,CIT,CITATION,6/13/2018 22:41
RPT7,6904,MUNI,MUNICIPAL,6/13/2018 22:41
RPT1,6905,PED,PEDESTRIAN,6/13/2018 22:42
RPT2,6905,MUNI,MUNICIPAL VIOLATION,6/13/2018 22:42
RPT3,6905,*NO,*NO SEARCH,6/13/2018 22:42
RPT6,6905,CIT,CITATION,6/13/2018 22:42
RPT7,6905,MUNI,MUNICIPAL,6/13/2018 22:42
RPT1,6906,VEH,VEHICLE,6/14/2018 1:32
RPT2,6906,REDD,TRAFFIC-REDDI OBSERVED PC,6/14/2018 1:32
RPT3,6906,*NO,*NO SEARCH,6/14/2018 1:32
RPT5,6906,NOT,NOTHING SEIZED,6/14/2018 1:32
RPT6,6906,CIT,CITATION,6/14/2018 1:32
RPT1,6908,PED,PEDESTRIAN,6/14/2018 2:02
RPT2,6908,WELF,WELFARE CHECK,6/14/2018 2:02
RPT6,6908,NO,NO ACTION,6/14/2018 2:02
RPT1,6907,VEH,VEHICLE,6/14/2018 2:02
RPT2,6907,EQUI,EQUIPMENT VIOLATION,6/14/2018 2:02
RPT3,6907,*NO,*NO SEARCH,6/14/2018 2:02
RPT6,6907,WAR,WARNING,6/14/2018 2:02
RPT1,6909,PED,PEDESTRIAN,6/14/2018 2:04
RPT2,6909,WELF,WELFARE CHECK,6/14/2018 2:04
RPT6,6909,NO,NO ACTION,6/14/2018 2:04
RPT1,6910,VEH,VEHICLE,6/14/2018 2:06
RPT2,6910,RECK,TRAFFIC-RECKLESS/CARELESS,6/14/2018 2:06
RPT3,6910,*NO,*NO SEARCH,6/14/2018 2:07
RPT6,6910,WAR,WARNING,6/14/2018 2:07
RPT7,6910,NO,NOT CHARGED,6/14/2018 2:07
RPT1,6911,VEH,VEHICLE,6/10/2018 2:03
RPT1,6911,PED,PEDESTRIAN,6/10/2018 2:03
RPT3,6911,*NO,*NO SEARCH,6/10/2018 2:03
RPT6,6911,NO,NO ACTION,6/10/2018 2:03
RPT7,6911,NO,NOT CHARGED,6/10/2018 2:03
RPT1,6912,VEH,VEHICLE,6/10/2018 2:05
RPT2,6912,EQUI,EQUIPMENT VIOLATION,6/10/2018 2:05
RPT3,6912,*NO,*NO SEARCH,6/10/2018 2:05
RPT6,6912,WAR,WARNING,6/10/2018 2:05
RPT7,6912,NO,NOT CHARGED,6/10/2018 2:05
RPT1,6913,VEH,VEHICLE,6/14/2018 2:20
RPT2,6913,EQUI,EQUIPMENT VIOLATION,6/14/2018 2:20
RPT6,6913,WAR,WARNING,6/14/2018 2:21
RPT1,6914,VEH,VEHICLE,6/14/2018 9:39
RPT2,6914,SPEE,TRAFFIC-SPEEDING,6/14/2018 9:39
RPT3,6914,*NO,*NO SEARCH,6/14/2018 9:39
RPT6,6914,CIT,CITATION,6/14/2018 9:40
RPT7,6914,TRAF,TRAFFIC,6/14/2018 9:40
RPT1,6915,VEH,VEHICLE,6/14/2018 9:41
RPT2,6915,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,6/14/2018 9:42
RPT3,6915,*NO,*NO SEARCH,6/14/2018 9:42
RPT6,6915,CIT,CITATION,6/14/2018 9:42
RPT7,6915,TRAF,TRAFFIC,6/14/2018 9:42
